id,Timestamp,Score,1. Bahasa Python bisa digunakan untuk membuat apa saja ? kecuali...,"2. Salah satu syarat dalam mendefinisikan variabel, kecuali…",3. Jenis tipe data yang bersifat numerik adalah…,"4. Python bisa digunakan di online platform, dibawah ini platform mana yang benar ?","5. Python bisa digunakan di offline platform, dibawah ini platform mana yang benar ?",6. Workflow pada Data Science disebut...,"7. Dibawah ini mana yang benar, jika kita ingin membuat teks Selamat Datang",8. Tipe data untuk mencetak bilangan pecahan adalah...,"9. Penggunaan If-Else pada Python, biasanya digunakan untuk menentukan sebuah kondisi.

Benar atau salah ?","10. Posisi if selalu berada setelah posisi else.

Benar atau salah ? ",Unnamed: 0
0e321c7e-d2cf-4699-aa74-9544ab8f2090,2/19/2024 20:00:24,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,464.0
ba649e58-8a55-492c-bf39-5d660ebef5c7,5/22/2025 19:47:13,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Semua Benar,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,465.0
8e3026d2-a977-4221-a6cc-c30fd3590962,7/8/2024 21:33:17,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,466.0
1bbd002a-73c0-4f38-8e36-76560bba1f49,10/10/2023 19:44:21,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,467.0
e6574fcd-b5fd-40b8-b94a-e3fdf1c887b6,5/17/2025 16:25:29,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,468.0
1bfa930d-cf1c-479b-87e4-bae0f9073321,5/17/2025 13:04:23,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,"print(""Intelligo ID"")",Float,Benar,Salah,469.0
3957973a-682a-4959-b576-9a085c8a44ae,2/19/2024 20:48:08,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Semua Benar,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,470.0
45d72ac3-0209-493e-9d5a-8a966d562845,7/8/2024 21:33:17,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,471.0
19d5ec55-7543-48c4-8fbc-f01f5a9b2c95,7/8/2024 21:33:17,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,472.0
c7cccd38-9e0f-4c94-acfb-557606e7aadf,2/19/2024 20:48:08,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,473.0
fdf2851c-a685-4112-80fc-401747191dc3,7/8/2024 21:33:17,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,474.0
67313ce6-34e5-492a-ab7b-4e50acceb029,5/22/2025 19:47:13,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,475.0
670e36fe-2b5e-4426-919b-889ef9ae7dc9,2/19/2024 20:00:24,60 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,476.0
49b93c8d-21cf-4307-90e1-12f87a2a75a4,5/22/2025 19:44:24,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,477.0
e696ca58-d61a-449b-8aae-30772b7d92e3,2/19/2024 15:50:32,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,478.0
aa994a1c-055e-4751-b4cf-ddc08d3a5f8c,5/17/2025 16:25:29,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,479.0
aafce93e-6e5f-46ad-b186-d642d5a456a1,2/19/2024 12:10:43,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Semua Benar,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,480.0
73b6df25-7321-4250-8a5d-2d58573b14ec,5/17/2025 16:25:29,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,481.0
94173ad0-5841-4719-9ae3-44e387b19633,7/11/2024 15:38:01,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,482.0
c1133665-1bdf-4e34-ad54-083732118089,7/8/2024 21:33:17,70 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,483.0
6682a9bf-56ba-4596-8da7-14e90a00dcd4,1/16/2024 14:04:28,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Jupyter Notebook,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,484.0
ebd78cae-0a5d-43ed-bf3e-b6c496bd4b64,7/11/2024 15:38:01,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,486.0
a1408643-a549-447c-b867-6886faa00fca,2/19/2024 15:50:32,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,487.0
2eebf90c-68dc-4631-a827-b59638b7ad52,5/17/2025 16:25:29,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,488.0
0e354232-854f-43ec-944d-b120245eea4d,5/22/2025 19:47:13,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,489.0
f1242db3-e5af-4813-a6f1-4c9e531776bd,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,490.0
9f60f579-c330-400e-a75a-6d0d289424c1,2/19/2024 12:10:43,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,491.0
0ef4cecc-887a-460d-b699-659969939b87,10/10/2023 19:44:21,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,492.0
cee38db4-d8fb-4876-affb-408d23f0c5fc,2/19/2024 6:54:48,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,493.0
3d0ea613-5462-4785-91d0-04f2331473f5,1/16/2024 14:04:28,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,494.0
f0d0484f-f159-4fe0-8ed4-45dd77bc7cff,2/19/2024 12:10:43,60 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,495.0
ca5c06a4-b01e-4e89-b6e0-507d13da74e9,7/8/2024 22:00:52,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,496.0
71dfef48-bb94-46ba-9eb5-66c917e928c7,5/17/2025 16:25:29,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,497.0
